species bait numPrivateSNPsTotal
Faecalibacterium_prausnitzii_57453 XSB-147 2200
Faecalibacterium_prausnitzii_57453 XSB-240 2030
Faecalibacterium_prausnitzii_57453 XSB-428 2062
Faecalibacterium_prausnitzii_57453 XSB-533 2177
Faecalibacterium_prausnitzii_57453 XTA-024 1256
Faecalibacterium_prausnitzii_57453 XTA-026 1284
Faecalibacterium_prausnitzii_57453 XUA-036 1232
Faecalibacterium_prausnitzii_57453 XUA-039 1338
Faecalibacterium_prausnitzii_57453 XUA-040 1461
Faecalibacterium_prausnitzii_57453 XUA-043 1571
Faecalibacterium_prausnitzii_57453 XUA-064 1623
Faecalibacterium_prausnitzii_57453 XUA-129 1629
Faecalibacterium_prausnitzii_57453 XUA-221 1585
Faecalibacterium_prausnitzii_57453 XUA-318 1507
Faecalibacterium_prausnitzii_57453 XUA-397 1591
Faecalibacterium_prausnitzii_57453 XUB-001 1496
Faecalibacterium_prausnitzii_57453 XUB-029 1539
Faecalibacterium_prausnitzii_57453 XUB-036 1595
Faecalibacterium_prausnitzii_57453 XUB-064 1603
Faecalibacterium_prausnitzii_57453 XUB-130 1569
Faecalibacterium_prausnitzii_57453 XVB-001 2336
Faecalibacterium_prausnitzii_57453 XVB-027 2372
Faecalibacterium_prausnitzii_57453 XVB-036 2311
Faecalibacterium_prausnitzii_57453 XVB-064 2311
Faecalibacterium_prausnitzii_57453 XVB-129 2260
Faecalibacterium_prausnitzii_57453 XVB-310 1977
Faecalibacterium_prausnitzii_57453 XVB-399 2279
Faecalibacterium_prausnitzii_57453 YAB-001 1188
Faecalibacterium_prausnitzii_57453 YBA-043 1191
Faecalibacterium_prausnitzii_57453 YBA-260 1525
Faecalibacterium_prausnitzii_57453 YBA-360 1348
Faecalibacterium_prausnitzii_57453 YBB-260 1239
Faecalibacterium_prausnitzii_57453 YBB-360 1388
Faecalibacterium_prausnitzii_57453 YBB-435 1209
Faecalibacterium_prausnitzii_57453 YCA-001 1824
Faecalibacterium_prausnitzii_57453 YDB-006 1613
Faecalibacterium_prausnitzii_57453 YEB-001 1959
Faecalibacterium_prausnitzii_57453 YEB-002 1966
Faecalibacterium_prausnitzii_57453 ZAB-002 2262
Faecalibacterium_prausnitzii_57453 ZAB-064 2287
Faecalibacterium_prausnitzii_57453 ZAB-256 2339
Faecalibacterium_prausnitzii_57453 ZAB-326 2355
Faecalibacterium_prausnitzii_57453 ZAB-411 2307
Faecalibacterium_prausnitzii_57453 ZAB-504 2271
Faecalibacterium_prausnitzii_57453 ZAB-600 2059
Faecalibacterium_prausnitzii_57453 ZAC-263 1111
Faecalibacterium_prausnitzii_57453 ZAC-326 1153
Faecalibacterium_prausnitzii_57453 ZCB-261 1865
Faecalibacterium_prausnitzii_57453 ZCB-323 2082
Faecalibacterium_prausnitzii_57453 ZDA-598 1563
Faecalibacterium_prausnitzii_57453 ZDB-001 1245
Faecalibacterium_prausnitzii_57453 ZDB-064 1342
Faecalibacterium_prausnitzii_57453 ZDB-324 1371
Faecalibacterium_prausnitzii_57453 ZEB-001 2049
Faecalibacterium_prausnitzii_57453 ZEB-064 2068
Faecalibacterium_prausnitzii_57453 ZEC-064 1653
Faecalibacterium_prausnitzii_61481 XAA-488 631
Faecalibacterium_prausnitzii_61481 XAA-522 628
Faecalibacterium_prausnitzii_61481 XAA-555 584
Faecalibacterium_prausnitzii_61481 XAA-590 615
Faecalibacterium_prausnitzii_61481 XAA-623 697
Faecalibacterium_prausnitzii_61481 XAA-652 673
Faecalibacterium_prausnitzii_61481 XAC-002 581
Faecalibacterium_prausnitzii_61481 XAC-029 585
Faecalibacterium_prausnitzii_61481 XAC-036 626
Faecalibacterium_prausnitzii_61481 XAC-224 610
Faecalibacterium_prausnitzii_61481 XCA-001 1118
Faecalibacterium_prausnitzii_61481 XCA-023 1045
Faecalibacterium_prausnitzii_61481 XCA-036 1105
Faecalibacterium_prausnitzii_61481 XCA-037 959
Faecalibacterium_prausnitzii_61481 XCA-038 1075
Faecalibacterium_prausnitzii_61481 XCA-039 1073
Faecalibacterium_prausnitzii_61481 XCA-040 1071
Faecalibacterium_prausnitzii_61481 XCA-044 1009
Faecalibacterium_prausnitzii_61481 XCA-050 944
Faecalibacterium_prausnitzii_61481 XCA-064 1179
Faecalibacterium_prausnitzii_61481 XCA-258 1019
Faecalibacterium_prausnitzii_61481 XCA-317 935
Faecalibacterium_prausnitzii_61481 XCA-604 1134
Faecalibacterium_prausnitzii_61481 XCA-805 1148
Faecalibacterium_prausnitzii_61481 XCB-001 603
Faecalibacterium_prausnitzii_61481 XCB-029 684
Faecalibacterium_prausnitzii_61481 XCB-036 646
Faecalibacterium_prausnitzii_61481 XCB-064 662
Faecalibacterium_prausnitzii_61481 XCB-258 642
Faecalibacterium_prausnitzii_61481 XCB-310 661
Faecalibacterium_prausnitzii_61481 XCB-410 680
Faecalibacterium_prausnitzii_61481 XCB-604 665
Faecalibacterium_prausnitzii_61481 XCB-695 623
Faecalibacterium_prausnitzii_61481 XCB-804 678
Faecalibacterium_prausnitzii_61481 XDA-001 530
Faecalibacterium_prausnitzii_61481 XDA-029 535
Faecalibacterium_prausnitzii_61481 XEA-302 747
Faecalibacterium_prausnitzii_61481 XEA-390 832
Faecalibacterium_prausnitzii_61481 XEB-001 648
Faecalibacterium_prausnitzii_61481 XEB-029 654
Faecalibacterium_prausnitzii_61481 XEB-036 621
Faecalibacterium_prausnitzii_61481 XEB-293 687
Faecalibacterium_prausnitzii_61481 XEB-389 636
Faecalibacterium_prausnitzii_61481 XFA-001 621
Faecalibacterium_prausnitzii_61481 XFA-008 562
Faecalibacterium_prausnitzii_61481 XFA-015 549
Faecalibacterium_prausnitzii_61481 XFA-022 626
Faecalibacterium_prausnitzii_61481 XFA-023 592
Faecalibacterium_prausnitzii_61481 XFA-024 628
Faecalibacterium_prausnitzii_61481 XFA-025 606
Faecalibacterium_prausnitzii_61481 XFA-026 604
Faecalibacterium_prausnitzii_61481 XFA-027 635
Faecalibacterium_prausnitzii_61481 XFA-028 644
Faecalibacterium_prausnitzii_61481 XFA-029 616
Faecalibacterium_prausnitzii_61481 XFA-030 669
Faecalibacterium_prausnitzii_61481 XFB-064 657
Faecalibacterium_prausnitzii_61481 XFB-242 776
Faecalibacterium_prausnitzii_61481 XFB-313 741
Faecalibacterium_prausnitzii_61481 XGA-001 661
Faecalibacterium_prausnitzii_61481 XGA-008 644
Faecalibacterium_prausnitzii_61481 XGA-015 675
Faecalibacterium_prausnitzii_61481 XGA-022 639
Faecalibacterium_prausnitzii_61481 XGA-023 668
Faecalibacterium_prausnitzii_61481 XGA-024 680
Faecalibacterium_prausnitzii_61481 XGA-025 658
Faecalibacterium_prausnitzii_61481 XGA-027 671
Faecalibacterium_prausnitzii_61481 XGA-028 647
Faecalibacterium_prausnitzii_61481 XGA-029 692
Faecalibacterium_prausnitzii_61481 XGA-030 705
Faecalibacterium_prausnitzii_61481 XGA-031 698
Faecalibacterium_prausnitzii_61481 XGA-032 680
Faecalibacterium_prausnitzii_61481 XGA-039 686
Faecalibacterium_prausnitzii_61481 XGA-044 669
Faecalibacterium_prausnitzii_61481 XGA-050 684
Faecalibacterium_prausnitzii_61481 XGA-057 670
Faecalibacterium_prausnitzii_61481 XGA-064 640
Faecalibacterium_prausnitzii_61481 XGA-252 756
Faecalibacterium_prausnitzii_61481 XGA-364 699
Faecalibacterium_prausnitzii_61481 XGA-428 592
Faecalibacterium_prausnitzii_61481 XGC-428 645
Faecalibacterium_prausnitzii_61481 XHB-001 823
Faecalibacterium_prausnitzii_61481 XHB-029 981
Faecalibacterium_prausnitzii_61481 XHB-064 980
Faecalibacterium_prausnitzii_61481 XIA-039 631
Faecalibacterium_prausnitzii_61481 XIA-040 636
Faecalibacterium_prausnitzii_61481 XIA-199 855
Faecalibacterium_prausnitzii_61481 XIA-259 660
Faecalibacterium_prausnitzii_61481 XIA-277 624
Faecalibacterium_prausnitzii_61481 XKB-001 713
Faecalibacterium_prausnitzii_61481 XKB-029 689
Faecalibacterium_prausnitzii_61481 XKB-036 726
Faecalibacterium_prausnitzii_61481 XKB-064 705
Faecalibacterium_prausnitzii_61481 XKB-142 690
Faecalibacterium_prausnitzii_61481 XKB-204 685
Faecalibacterium_prausnitzii_61481 XKB-287 672
Faecalibacterium_prausnitzii_61481 XKB-332 699
Faecalibacterium_prausnitzii_61481 XKB-362 668
Faecalibacterium_prausnitzii_61481 XKB-381 704
Faecalibacterium_prausnitzii_61481 XKB-399 686
Faecalibacterium_prausnitzii_61481 XKB-467 684
Faecalibacterium_prausnitzii_61481 XKB-580 695
Faecalibacterium_prausnitzii_61481 XKB-693 682
Faecalibacterium_prausnitzii_61481 XMA-001 686
Faecalibacterium_prausnitzii_61481 XMA-029 721
Faecalibacterium_prausnitzii_61481 XMB-029 626
Faecalibacterium_prausnitzii_61481 XMB-116 863
Faecalibacterium_prausnitzii_61481 XNA-015 572
Faecalibacterium_prausnitzii_61481 XNB-001 940
Faecalibacterium_prausnitzii_61481 XNB-029 1016
Faecalibacterium_prausnitzii_61481 XNB-036 965
Faecalibacterium_prausnitzii_61481 XNB-064 932
Faecalibacterium_prausnitzii_61481 XOB-001 744
Faecalibacterium_prausnitzii_61481 XOB-028 731
Faecalibacterium_prausnitzii_61481 XOB-036 746
Faecalibacterium_prausnitzii_61481 XOB-064 711
Faecalibacterium_prausnitzii_61481 XOB-129 737
Faecalibacterium_prausnitzii_61481 XOB-498 740
Faecalibacterium_prausnitzii_61481 XQA-001 658
Faecalibacterium_prausnitzii_61481 XQA-009 622
Faecalibacterium_prausnitzii_61481 XQA-015 599
Faecalibacterium_prausnitzii_61481 XQA-022 637
Faecalibacterium_prausnitzii_61481 XQA-025 666
Faecalibacterium_prausnitzii_61481 XQA-027 604
Faecalibacterium_prausnitzii_61481 XQA-028 608
Faecalibacterium_prausnitzii_61481 XQA-029 662
Faecalibacterium_prausnitzii_61481 XQA-030 660
Faecalibacterium_prausnitzii_61481 XQA-064 653
Faecalibacterium_prausnitzii_61481 XQA-133 671
Faecalibacterium_prausnitzii_61481 XQB-001 527
Faecalibacterium_prausnitzii_61481 XQB-064 580
Faecalibacterium_prausnitzii_61481 XRA-001 758
Faecalibacterium_prausnitzii_61481 XRA-008 776
Faecalibacterium_prausnitzii_61481 XRA-015 773
Faecalibacterium_prausnitzii_61481 XRA-022 813
Faecalibacterium_prausnitzii_61481 XRA-023 803
Faecalibacterium_prausnitzii_61481 XRA-024 758
Faecalibacterium_prausnitzii_61481 XRA-025 786
Faecalibacterium_prausnitzii_61481 XRA-026 775
Faecalibacterium_prausnitzii_61481 XRA-027 823
Faecalibacterium_prausnitzii_61481 XRA-028 797
Faecalibacterium_prausnitzii_61481 XRA-029 787
Faecalibacterium_prausnitzii_61481 XRA-039 755
Faecalibacterium_prausnitzii_61481 XRA-040 770
Faecalibacterium_prausnitzii_61481 XRA-045 759
Faecalibacterium_prausnitzii_61481 XRA-052 815
Faecalibacterium_prausnitzii_61481 XRA-059 836
Faecalibacterium_prausnitzii_61481 XRA-064 773
Faecalibacterium_prausnitzii_61481 XRA-153 789
Faecalibacterium_prausnitzii_61481 XRA-310 762
Faecalibacterium_prausnitzii_61481 XRB-002 858
Faecalibacterium_prausnitzii_61481 XRB-029 853
Faecalibacterium_prausnitzii_61481 XRB-036 818
Faecalibacterium_prausnitzii_61481 XRB-059 819
Faecalibacterium_prausnitzii_61481 XRB-153 863
Faecalibacterium_prausnitzii_61481 XRB-305 809
Faecalibacterium_prausnitzii_61481 XRB-347 771
Faecalibacterium_prausnitzii_61481 XSA-001 799
Faecalibacterium_prausnitzii_61481 XSA-008 739
Faecalibacterium_prausnitzii_61481 XSA-015 695
Faecalibacterium_prausnitzii_61481 XSA-022 759
Faecalibacterium_prausnitzii_61481 XSA-023 759
Faecalibacterium_prausnitzii_61481 XSA-024 749
Faecalibacterium_prausnitzii_61481 XSA-025 775
Faecalibacterium_prausnitzii_61481 XSA-026 742
Faecalibacterium_prausnitzii_61481 XSA-027 758
Faecalibacterium_prausnitzii_61481 XSA-028 739
Faecalibacterium_prausnitzii_61481 XSA-029 775
Faecalibacterium_prausnitzii_61481 XSA-030 802
Faecalibacterium_prausnitzii_61481 XSB-001 655
Faecalibacterium_prausnitzii_61481 XSB-029 651
Faecalibacterium_prausnitzii_61481 XSB-036 675
Faecalibacterium_prausnitzii_61481 XSB-064 647
Faecalibacterium_prausnitzii_61481 XSB-147 652
Faecalibacterium_prausnitzii_61481 XSB-240 602
Faecalibacterium_prausnitzii_61481 XSB-428 648
Faecalibacterium_prausnitzii_61481 XSB-533 673
Faecalibacterium_prausnitzii_61481 XTA-001 606
Faecalibacterium_prausnitzii_61481 XTA-026 643
Faecalibacterium_prausnitzii_61481 XTA-029 610
Faecalibacterium_prausnitzii_61481 XUA-029 883
Faecalibacterium_prausnitzii_61481 XUA-397 686
Faecalibacterium_prausnitzii_61481 XVA-001 645
Faecalibacterium_prausnitzii_61481 XVA-015 588
Faecalibacterium_prausnitzii_61481 XVA-022 666
Faecalibacterium_prausnitzii_61481 XVA-023 601
Faecalibacterium_prausnitzii_61481 XVA-024 636
Faecalibacterium_prausnitzii_61481 XVA-029 681
Faecalibacterium_prausnitzii_61481 XVA-030 638
Faecalibacterium_prausnitzii_61481 XVA-031 691
Faecalibacterium_prausnitzii_61481 XVA-033 695
Faecalibacterium_prausnitzii_61481 XVA-043 639
Faecalibacterium_prausnitzii_61481 XVA-064 772
Faecalibacterium_prausnitzii_61481 XVA-129 666
Faecalibacterium_prausnitzii_61481 XVA-216 626
Faecalibacterium_prausnitzii_61481 XVB-036 635
Faecalibacterium_prausnitzii_61481 XVB-399 627
Faecalibacterium_prausnitzii_61481 YAB-001 576
Faecalibacterium_prausnitzii_61481 YAC-001 559
Faecalibacterium_prausnitzii_61481 YAC-064 643
Faecalibacterium_prausnitzii_61481 YBA-004 638
Faecalibacterium_prausnitzii_61481 YBA-043 697
Faecalibacterium_prausnitzii_61481 YBA-260 751
Faecalibacterium_prausnitzii_61481 YBA-360 748
Faecalibacterium_prausnitzii_61481 YBA-435 680
Faecalibacterium_prausnitzii_61481 YBA-522 707
Faecalibacterium_prausnitzii_61481 YBB-260 771
Faecalibacterium_prausnitzii_61481 YBB-360 708
Faecalibacterium_prausnitzii_61481 YBB-435 662
Faecalibacterium_prausnitzii_61481 YBC-001 630
Faecalibacterium_prausnitzii_61481 YBC-260 767
Faecalibacterium_prausnitzii_61481 YBC-435 677
Faecalibacterium_prausnitzii_61481 YCA-001 759
Faecalibacterium_prausnitzii_61481 YDB-006 456
Faecalibacterium_prausnitzii_61481 YEA-004 561
Faecalibacterium_prausnitzii_61481 YEB-001 477
Faecalibacterium_prausnitzii_61481 YEB-002 479
Faecalibacterium_prausnitzii_61481 YFA-064 615
Faecalibacterium_prausnitzii_61481 ZAA-066 829
Faecalibacterium_prausnitzii_61481 ZAA-263 895
Faecalibacterium_prausnitzii_61481 ZAA-326 897
Faecalibacterium_prausnitzii_61481 ZAA-415 802
Faecalibacterium_prausnitzii_61481 ZAA-504 840
Faecalibacterium_prausnitzii_61481 ZAA-600 754
Faecalibacterium_prausnitzii_61481 ZAB-326 672
Faecalibacterium_prausnitzii_61481 ZAB-411 643
Faecalibacterium_prausnitzii_61481 ZAB-504 608
Faecalibacterium_prausnitzii_61481 ZAB-600 649
Faecalibacterium_prausnitzii_61481 ZAB-813 639
Faecalibacterium_prausnitzii_61481 ZAC-263 679
Faecalibacterium_prausnitzii_61481 ZAC-326 698
Faecalibacterium_prausnitzii_61481 ZAC-504 553
Faecalibacterium_prausnitzii_61481 ZAC-602 677
Faecalibacterium_prausnitzii_61481 ZAC-813 684
Faecalibacterium_prausnitzii_61481 ZCA-001 778
Faecalibacterium_prausnitzii_61481 ZCA-260 742
Faecalibacterium_prausnitzii_61481 ZCA-323 789
Faecalibacterium_prausnitzii_61481 ZCA-408 776
Faecalibacterium_prausnitzii_61481 ZDA-260 964
Faecalibacterium_prausnitzii_61481 ZEA-001 663
Faecalibacterium_prausnitzii_61481 ZEA-064 688
Faecalibacterium_prausnitzii_61481 ZEB-001 554
Faecalibacterium_prausnitzii_61481 ZEB-064 610
Faecalibacterium_prausnitzii_62201 XAD-003 714
Faecalibacterium_prausnitzii_62201 XAD-029 687
Faecalibacterium_prausnitzii_62201 XAD-036 835
Faecalibacterium_prausnitzii_62201 XAD-225 891
Faecalibacterium_prausnitzii_62201 XBA-001 1075
Faecalibacterium_prausnitzii_62201 XBA-008 1111
Faecalibacterium_prausnitzii_62201 XBA-015 968
Faecalibacterium_prausnitzii_62201 XBA-022 1066
Faecalibacterium_prausnitzii_62201 XBA-023 980
Faecalibacterium_prausnitzii_62201 XBA-024 1091
Faecalibacterium_prausnitzii_62201 XBA-025 1078
Faecalibacterium_prausnitzii_62201 XBA-026 1124
Faecalibacterium_prausnitzii_62201 XBA-027 1094
Faecalibacterium_prausnitzii_62201 XBA-028 1125
Faecalibacterium_prausnitzii_62201 XBA-029 1084
Faecalibacterium_prausnitzii_62201 XBA-030 1081
Faecalibacterium_prausnitzii_62201 XBB-136 792
Faecalibacterium_prausnitzii_62201 XBB-274 843
Faecalibacterium_prausnitzii_62201 XBB-330 857
Faecalibacterium_prausnitzii_62201 XBB-351 822
Faecalibacterium_prausnitzii_62201 XBB-436 808
Faecalibacterium_prausnitzii_62201 XBB-443 745
Faecalibacterium_prausnitzii_62201 XBB-456 758
Faecalibacterium_prausnitzii_62201 XCA-001 1069
Faecalibacterium_prausnitzii_62201 XCA-258 997
Faecalibacterium_prausnitzii_62201 XCA-317 1070
Faecalibacterium_prausnitzii_62201 XCA-604 1025
Faecalibacterium_prausnitzii_62201 XCA-805 942
Faecalibacterium_prausnitzii_62201 XDA-057 805
Faecalibacterium_prausnitzii_62201 XDA-064 852
Faecalibacterium_prausnitzii_62201 XDA-268 812
Faecalibacterium_prausnitzii_62201 XDA-330 863
Faecalibacterium_prausnitzii_62201 XDA-417 786
Faecalibacterium_prausnitzii_62201 XDA-460 777
Faecalibacterium_prausnitzii_62201 XDA-513 833
Faecalibacterium_prausnitzii_62201 XDA-556 872
Faecalibacterium_prausnitzii_62201 XDA-589 819
Faecalibacterium_prausnitzii_62201 XDA-706 910
Faecalibacterium_prausnitzii_62201 XDA-816 772
Faecalibacterium_prausnitzii_62201 XDB-029 793
Faecalibacterium_prausnitzii_62201 XDB-036 861
Faecalibacterium_prausnitzii_62201 XDB-330 769
Faecalibacterium_prausnitzii_62201 XFA-242 2152
Faecalibacterium_prausnitzii_62201 XFA-312 1775
Faecalibacterium_prausnitzii_62201 XFB-242 1052
Faecalibacterium_prausnitzii_62201 XFB-313 1047
Faecalibacterium_prausnitzii_62201 XGC-001 643
Faecalibacterium_prausnitzii_62201 XGC-364 763
Faecalibacterium_prausnitzii_62201 XGC-428 753
Faecalibacterium_prausnitzii_62201 XHB-064 872
Faecalibacterium_prausnitzii_62201 XHC-001 1124
Faecalibacterium_prausnitzii_62201 XHC-023 1074
Faecalibacterium_prausnitzii_62201 XHC-024 1165
Faecalibacterium_prausnitzii_62201 XHC-025 1053
Faecalibacterium_prausnitzii_62201 XHC-027 1070
Faecalibacterium_prausnitzii_62201 XHC-057 1058
Faecalibacterium_prausnitzii_62201 XHC-064 1156
Faecalibacterium_prausnitzii_62201 XIA-034 783
Faecalibacterium_prausnitzii_62201 XKB-142 873
Faecalibacterium_prausnitzii_62201 XKB-204 906
Faecalibacterium_prausnitzii_62201 XKB-362 885
Faecalibacterium_prausnitzii_62201 XKB-467 959
Faecalibacterium_prausnitzii_62201 XKB-580 1005
Faecalibacterium_prausnitzii_62201 XKB-693 894
Faecalibacterium_prausnitzii_62201 XLB-036 879
Faecalibacterium_prausnitzii_62201 XNA-015 872
Faecalibacterium_prausnitzii_62201 XNA-022 725
Faecalibacterium_prausnitzii_62201 XNA-023 716
Faecalibacterium_prausnitzii_62201 XNA-024 790
Faecalibacterium_prausnitzii_62201 XNA-025 814
Faecalibacterium_prausnitzii_62201 XNA-026 745
Faecalibacterium_prausnitzii_62201 XNA-027 682
Faecalibacterium_prausnitzii_62201 XNA-028 745
Faecalibacterium_prausnitzii_62201 XNA-029 915
Faecalibacterium_prausnitzii_62201 XOA-001 884
Faecalibacterium_prausnitzii_62201 XOA-008 803
Faecalibacterium_prausnitzii_62201 XOA-015 797
Faecalibacterium_prausnitzii_62201 XOA-022 875
Faecalibacterium_prausnitzii_62201 XOA-023 896
Faecalibacterium_prausnitzii_62201 XOA-024 839
Faecalibacterium_prausnitzii_62201 XOA-025 851
Faecalibacterium_prausnitzii_62201 XOA-026 820
Faecalibacterium_prausnitzii_62201 XOA-027 873
Faecalibacterium_prausnitzii_62201 XOA-028 890
Faecalibacterium_prausnitzii_62201 XOA-029 938
Faecalibacterium_prausnitzii_62201 XOA-050 851
Faecalibacterium_prausnitzii_62201 XOA-057 826
Faecalibacterium_prausnitzii_62201 XOA-064 877
Faecalibacterium_prausnitzii_62201 XOA-129 876
Faecalibacterium_prausnitzii_62201 XOA-498 933
Faecalibacterium_prausnitzii_62201 XOB-001 1118
Faecalibacterium_prausnitzii_62201 XOB-028 1179
Faecalibacterium_prausnitzii_62201 XOB-036 1154
Faecalibacterium_prausnitzii_62201 XOB-064 1133
Faecalibacterium_prausnitzii_62201 XOB-129 1121
Faecalibacterium_prausnitzii_62201 XOB-498 922
Faecalibacterium_prausnitzii_62201 XPA-002 1288
Faecalibacterium_prausnitzii_62201 XPA-009 1081
Faecalibacterium_prausnitzii_62201 XPA-019 1248
Faecalibacterium_prausnitzii_62201 XPA-023 1155
Faecalibacterium_prausnitzii_62201 XPA-029 1265
Faecalibacterium_prausnitzii_62201 XPA-030 1129
Faecalibacterium_prausnitzii_62201 XPA-031 1012
Faecalibacterium_prausnitzii_62201 XPA-032 1164
Faecalibacterium_prausnitzii_62201 XPA-035 1231
Faecalibacterium_prausnitzii_62201 XPA-036 1286
Faecalibacterium_prausnitzii_62201 XPA-037 1084
Faecalibacterium_prausnitzii_62201 XQB-001 820
Faecalibacterium_prausnitzii_62201 XQB-029 828
Faecalibacterium_prausnitzii_62201 XQB-036 880
Faecalibacterium_prausnitzii_62201 XQB-064 813
Faecalibacterium_prausnitzii_62201 XQB-133 803
Faecalibacterium_prausnitzii_62201 XQB-243 733
Faecalibacterium_prausnitzii_62201 XUA-001 869
Faecalibacterium_prausnitzii_62201 XUA-008 900
Faecalibacterium_prausnitzii_62201 XUA-022 846
Faecalibacterium_prausnitzii_62201 XUA-029 972
Faecalibacterium_prausnitzii_62201 XUA-043 830
Faecalibacterium_prausnitzii_62201 XUA-064 889
Faecalibacterium_prausnitzii_62201 XUA-129 855
Faecalibacterium_prausnitzii_62201 XUB-029 665
Faecalibacterium_prausnitzii_62201 XUB-064 684
Faecalibacterium_prausnitzii_62201 XVA-050 902
Faecalibacterium_prausnitzii_62201 XVA-064 915
Faecalibacterium_prausnitzii_62201 XVA-129 1016
Faecalibacterium_prausnitzii_62201 YAA-001 462
Faecalibacterium_prausnitzii_62201 YAA-064 592
Faecalibacterium_prausnitzii_62201 YAD-001 709
Faecalibacterium_prausnitzii_62201 YBC-001 865
Faecalibacterium_prausnitzii_62201 YBC-043 817
Faecalibacterium_prausnitzii_62201 YBC-260 1061
Faecalibacterium_prausnitzii_62201 YBC-360 881
Faecalibacterium_prausnitzii_62201 YBC-435 1024
Faecalibacterium_prausnitzii_62201 YEA-004 852
Faecalibacterium_prausnitzii_62201 YFC-064 645
Faecalibacterium_prausnitzii_62201 ZDB-001 1195
Faecalibacterium_prausnitzii_62201 ZDB-261 1807
Faecalibacterium_prausnitzii_62201 ZDB-324 1573
Guyana_massiliensis_60772 XAA-014 681
Guyana_massiliensis_60772 XAA-028 844
Guyana_massiliensis_60772 XAC-002 1392
Guyana_massiliensis_60772 XAC-029 1621
Guyana_massiliensis_60772 XAC-224 1501
Guyana_massiliensis_60772 XBA-001 602
Guyana_massiliensis_60772 XBA-008 730
Guyana_massiliensis_60772 XBA-029 805
Guyana_massiliensis_60772 XBA-557 2274
Guyana_massiliensis_60772 XBA-714 2297
Guyana_massiliensis_60772 XBA-828 2062
Guyana_massiliensis_60772 XCA-036 1420
Guyana_massiliensis_60772 XCA-064 1190
Guyana_massiliensis_60772 XCA-258 1648
Guyana_massiliensis_60772 XCA-317 1610
Guyana_massiliensis_60772 XCA-805 1433
Guyana_massiliensis_60772 XDA-036 674
Guyana_massiliensis_60772 XDA-064 841
Guyana_massiliensis_60772 XDA-268 906
Guyana_massiliensis_60772 XDA-330 856
Guyana_massiliensis_60772 XDA-706 802
Guyana_massiliensis_60772 XDB-029 634
Guyana_massiliensis_60772 XDB-267 851
Guyana_massiliensis_60772 XDB-816 758
Guyana_massiliensis_60772 XEB-001 930
Guyana_massiliensis_60772 XEB-029 1058
Guyana_massiliensis_60772 XEB-036 1018
Guyana_massiliensis_60772 XEB-064 892
Guyana_massiliensis_60772 XFA-001 856
Guyana_massiliensis_60772 XFA-028 824
Guyana_massiliensis_60772 XFA-029 810
Guyana_massiliensis_60772 XFB-001 1880
Guyana_massiliensis_60772 XFB-029 1732
Guyana_massiliensis_60772 XFB-036 1470
Guyana_massiliensis_60772 XFB-064 1745
Guyana_massiliensis_60772 XFB-242 2098
Guyana_massiliensis_60772 XFB-313 2109
Guyana_massiliensis_60772 XGA-029 670
Guyana_massiliensis_60772 XGB-001 1362
Guyana_massiliensis_60772 XGB-029 1273
Guyana_massiliensis_60772 XGB-036 1654
Guyana_massiliensis_60772 XGB-064 1591
Guyana_massiliensis_60772 XGB-252 1816
Guyana_massiliensis_60772 XGC-001 910
Guyana_massiliensis_60772 XGC-029 832
Guyana_massiliensis_60772 XGC-037 843
Guyana_massiliensis_60772 XGC-064 1014
Guyana_massiliensis_60772 XGC-252 1018
Guyana_massiliensis_60772 XGC-364 804
Guyana_massiliensis_60772 XGC-428 780
Guyana_massiliensis_60772 XHA-036 632
Guyana_massiliensis_60772 XHB-064 725
Guyana_massiliensis_60772 XHC-001 832
Guyana_massiliensis_60772 XHC-029 780
Guyana_massiliensis_60772 XHC-064 859
Guyana_massiliensis_60772 XIC-008 937
Guyana_massiliensis_60772 XIC-015 795
Guyana_massiliensis_60772 XIC-022 713
Guyana_massiliensis_60772 XIC-029 853
Guyana_massiliensis_60772 XIC-031 651
Guyana_massiliensis_60772 XKB-001 1615
Guyana_massiliensis_60772 XKB-029 1659
Guyana_massiliensis_60772 XKB-036 1627
Guyana_massiliensis_60772 XKB-064 1784
Guyana_massiliensis_60772 XKB-142 1478
Guyana_massiliensis_60772 XKB-204 1512
Guyana_massiliensis_60772 XKB-362 1760
Guyana_massiliensis_60772 XKB-381 1374
Guyana_massiliensis_60772 XKB-467 1772
Guyana_massiliensis_60772 XKB-580 1620
Guyana_massiliensis_60772 XLB-064 1037
Guyana_massiliensis_60772 XLB-172 1096
Guyana_massiliensis_60772 XMA-001 1027
Guyana_massiliensis_60772 XMA-029 869
Guyana_massiliensis_60772 XMB-001 1068
Guyana_massiliensis_60772 XMB-036 975
Guyana_massiliensis_60772 XMB-116 1057
Guyana_massiliensis_60772 XMB-180 1226
Guyana_massiliensis_60772 XMB-264 888
Guyana_massiliensis_60772 XNA-008 860
Guyana_massiliensis_60772 XNA-015 676
Guyana_massiliensis_60772 XNA-029 756
Guyana_massiliensis_60772 XNB-001 801
Guyana_massiliensis_60772 XNB-029 816
Guyana_massiliensis_60772 XNB-036 797
Guyana_massiliensis_60772 XOA-036 926
Guyana_massiliensis_60772 XOA-038 925
Guyana_massiliensis_60772 XOA-064 808
Guyana_massiliensis_60772 XOA-129 974
Guyana_massiliensis_60772 XOB-001 704
Guyana_massiliensis_60772 XOB-036 672
