subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBB 64 strain2 Bifidobacterium_longum_57796 0.00581039853439 1 0.00581039853439
XBB 64 strainUnknown Bifidobacterium_longum_57796 0.00581039853439 0 0
XBB 66 strain1 Bifidobacterium_longum_57796 0.0309317295518 0 0
XBB 66 strain2 Bifidobacterium_longum_57796 0.0309317295518 1 0.0309317295518
XBB 66 strainUnknown Bifidobacterium_longum_57796 0.0309317295518 0 0
XBB 106 strain1 Bifidobacterium_longum_57796 0.00264811756658 0 0
XBB 106 strain2 Bifidobacterium_longum_57796 0.00264811756658 0 0
XBB 106 strainUnknown Bifidobacterium_longum_57796 0.00264811756658 0 0.00264811756658
XBB 136 strain1 Bifidobacterium_longum_57796 0.0294138362178 0 0
XBB 136 strain2 Bifidobacterium_longum_57796 0.0294138362178 1 0.0294138362178
XBB 136 strainUnknown Bifidobacterium_longum_57796 0.0294138362178 0 0
XBB 170 strain1 Bifidobacterium_longum_57796 0.0099074825575 0 0
XBB 170 strain2 Bifidobacterium_longum_57796 0.0099074825575 1 0.0099074825575
XBB 170 strainUnknown Bifidobacterium_longum_57796 0.0099074825575 0 0
XBB 204 strain1 Bifidobacterium_longum_57796 0.0318780201901 0 0
XBB 204 strain2 Bifidobacterium_longum_57796 0.0318780201901 1 0.0318780201901
XBB 204 strainUnknown Bifidobacterium_longum_57796 0.0318780201901 0 0
XBB 240 strain1 Bifidobacterium_longum_57796 0.0308135657987 0 0
XBB 240 strain2 Bifidobacterium_longum_57796 0.0308135657987 1 0.0308135657987
XBB 240 strainUnknown Bifidobacterium_longum_57796 0.0308135657987 0 0
XBB 274 strain1 Bifidobacterium_longum_57796 0.0223528279456 0 0
XBB 274 strain2 Bifidobacterium_longum_57796 0.0223528279456 1 0.0223528279456
XBB 274 strainUnknown Bifidobacterium_longum_57796 0.0223528279456 0 0
XBB 303 strain1 Bifidobacterium_longum_57796 0.0536682897756 0 0
XBB 303 strain2 Bifidobacterium_longum_57796 0.0536682897756 1 0.0536682897756
XBB 303 strainUnknown Bifidobacterium_longum_57796 0.0536682897756 0 0
XBB 330 strain1 Bifidobacterium_longum_57796 0.0482651996644 0 0
XBB 330 strain2 Bifidobacterium_longum_57796 0.0482651996644 1 0.0482651996644
XBB 330 strainUnknown Bifidobacterium_longum_57796 0.0482651996644 0 0
XBB 351 strain1 Bifidobacterium_longum_57796 0.0216511690808 0 0
